1.7337,1.9464,1.6327,1.4578,1.5795,1.0793,0.81479,0.62642,0.5442,0.027298,0.024115,-0.34625,-0.46963,-0.46429,-1.0721,-0.64682,-0.72181,0,0
-0.12873,0.42071,-0.041905,0.029138,-0.13523,0.010188,0.022741,-0.01398,-0.01744,0.020537,0.0068734,0.022481,0.032773,0.055091,0.052726,0.017383,0.01769,0,0
-0.22628,0.13472,0.00092433,0.064329,-0.040142,0.02416,0.031693,0.010519,0.0020086,0.014393,0.023693,0.054684,0.026128,0.054427,0.047682,0.021194,0.027301,0,0
-0.25178,0.041658,-0.05971,0.062678,-0.15541,-0.032546,0.089842,-0.015827,0.017905,-0.00085868,0.0060146,0.017652,0.018487,0.020971,0.047173,0.016499,0.027258,0,0
-0.63548,0.11147,-0.10685,-0.04462,-0.11465,-0.030108,0.064011,0.0086654,0.021824,0.041234,0.012856,0.03118,0.027724,0.012348,0.038259,0.022199,0.014412,0,0
-0.86177,0.07571,-0.11556,-0.029882,-0.12473,-0.070662,0.089215,0.022668,0.056309,0.056726,0.016928,0.023731,0.031097,0.056538,0.05663,0.016451,0.028693,0,0
-0.85581,-0.018213,-0.029114,-0.068109,-0.12068,-0.04162,0.0024638,-0.039533,0.0019711,0.012159,-0.0023824,0.029494,0.0087589,-0.0014686,0.031315,-0.010843,0.0092857,0,0
-0.78395,-0.013184,-0.16112,-0.0981,-0.095985,-0.0503,0.0094287,-0.076701,-0.011154,0.010451,-0.01266,0.0005273,0.015238,-0.01695,0.026887,-0.002188,0.0071472,0,0
-0.8133,0.047639,-0.20639,-0.069472,-0.15607,-0.053987,-0.02438,-0.053537,-0.027378,-0.005164,0.035042,0.017636,0.036109,0.062293,0.044251,0.017707,0.040103,0,0
-0.83166,0.086353,-0.13294,-0.090448,-0.098314,-0.042007,0.05474,0.019481,-0.0039646,-0.0069274,0.014225,0.011908,0.048866,0.020529,0.058945,0.028778,0.03584,0,0
-0.7449,-0.013225,-0.22053,-0.066275,-0.13639,-0.071661,0.014829,-0.04718,-0.031526,0.036436,0.0045177,0.024732,0.061367,0.079392,0.075378,0.050005,0.054718,0,0
-0.61835,0.029761,-0.097856,-0.054476,-0.14803,-0.0080885,0.016527,0.014465,0.03382,0.050242,0.059628,0.050527,0.12329,0.10433,0.11794,0.07699,0.091284,0,0
-0.27181,0.34117,0.096245,0.18493,-0.059372,0.033676,0.10833,0.077647,0.10812,0.15288,0.15031,0.13762,0.16042,0.15581,0.18168,0.15031,0.13284,0,0
0.18127,0.7214,0.34236,0.31796,0.23418,0.16817,0.32655,0.22869,0.22042,0.26229,0.208,0.19178,0.1969,0.26024,0.22444,0.22217,0.17669,0,0
1.014,1.4761,0.93232,0.575,0.47865,0.46603,0.53164,0.35345,0.30733,0.37738,0.32235,0.31849,0.29338,0.34806,0.30122,0.2965,0.23935,0,0
0,0,0,0,0.44736,0.37428,0.22267,0.17956,0.14112,0.097673,0.065058,0.039577,0.040081,0.031329,0.015264,0.010262,0.0077629,0,0
0,0,0,0,0,0.59273,0.43548,0.17796,0.1601,0.073054,0.058211,0.0047821,0.033404,-0.018505,0.0010858,-0.003048,-0.0095934,0,0
0,0,0,0,0,0.72757,0,1.1949,0.8445,0.08049,0.058393,0.0028709,0.014969,0.015277,0.063525,0.018047,0.027074,0,0
0,-0.8135,-0.36247,-0.33162,-0.20422,-0.17412,-0.18372,-0.094234,-0.10339,-0.05706,-0.057318,-0.024731,-0.031656,-0.030891,-0.0034093,-0.0065297,-0.020954,0,0
0,0.41892,1.2374,1.5999,1.0902,0.91096,0.27569,0.34734,0.51061,0.33377,0.42164,0.26113,0.31293,0.33383,0.18548,0.10912,0.16853,0,0
-0.44042,0.079151,0.076954,0.069785,0.02453,0.12428,0.097295,0.099436,0.077622,0.025246,0.047596,0.039773,0.021404,-0.032622,0.022259,-0.022811,0.017081,0,0
0,-0.047516,0.10623,0.0052489,0.084274,0.034708,0.040524,0.042471,0.024292,0.023384,0.024802,0.022532,0.022832,0.0057464,0.017022,0.011635,0.013094,0,0
0,0,0.11001,0.2728,0.19335,0.11629,0.019491,0.05152,0.062449,0.055255,0.046564,0.059002,0.034177,0.028056,0.031181,0.031872,0.014322,0,0
